-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 1.63934e-05 1.59784e-05
-2.6375 8.19672e-06 7.98918e-06
-2.6125 0 0
-2.5875 0 0
-2.5625 8.19672e-06 7.98918e-06
-2.5375 1.63934e-05 1.09971e-05
-2.5125 1.63934e-05 1.09971e-05
-2.4875 0 0
-2.4625 4.09836e-05 1.9655e-05
-2.4375 4.09836e-05 1.9655e-05
-2.4125 4.09836e-05 1.9655e-05
-2.3875 8.19672e-05 2.45902e-05
-2.3625 6.55738e-05 2.69372e-05
-2.3375 0.000221311 4.5305e-05
-2.3125 0.000196721 3.59162e-05
-2.2875 0.000344262 5.78435e-05
-2.2625 0.000516393 5.47097e-05
-2.2375 0.00054918 6.27196e-05
-2.2125 0.000754098 9.65684e-05
-2.1875 0.000901639 7.557e-05
-2.1625 0.00107377 8.47677e-05
-2.1375 0.00158197 0.000132815
-2.1125 0.00212295 0.000148664
-2.0875 0.00286066 0.000164129
-2.0625 0.00316393 0.0001652
-2.0375 0.00472131 0.000169813
-2.0125 0.00554918 0.000192326
